booking_id,user_id,listing_id,location,country_code,checkin_date,checkout_date,price_per_night,guests,room_type,created_at,cancelled,currency
B3798,U585,L386,Berlin,DEU,10/5/2024,10/6/2024,203.92,4,Entire Home,9/6/2024,FALSE,Unknown
B3799,U685,L370,Barcelona,ESP,6/6/2023,6/19/2023,212.91,3,Entire Home,4/18/2023,FALSE,Unknown
B3800,U353,L357,Barcelona,ESP,9/21/2023,9/23/2023,90.84,2,Entire Home,8/6/2023,TRUE,Unknown
B3801,U593,L361,Toronto,CAN,4/10/2023,4/11/2023,174.05,4,Entire Home,4/6/2023,TRUE,Canadian Dollar
B3802,U175,L454,Sydney,AUS,3/5/2023,3/9/2023,71.54,5,Shared Room,2/6/2023,TRUE,Australian Dollar
B3803,U146,L275,Sydney,AUS,9/28/2024,10/10/2024,195.96,1,Shared Room,8/5/2024,TRUE,Australian Dollar
B3804,U628,L447,Berlin,DEU,8/4/2023,8/12/2023,97.47,2,Private Room,8/1/2023,FALSE,Unknown
B3805,U381,L429,Tokyo,JPN,7/17/2024,7/27/2024,244.93,4,Private Room,7/16/2024,TRUE,Yen
B3806,U554,L473,Toronto,CAN,5/12/2023,5/25/2023,128.8,1,Entire Home,4/27/2023,FALSE,Canadian Dollar
B3807,U523,L364,San Francisco,USA,9/14/2024,9/16/2024,167.8,1,Shared Room,7/25/2024,FALSE,US Dollar
B3808,U191,L447,Berlin,DEU,11/4/2024,11/7/2024,184.55,3,Entire Home,9/9/2024,FALSE,Unknown
B3809,U460,L396,Berlin,DEU,9/19/2023,9/20/2023,253.49,5,Private Room,8/11/2023,TRUE,Unknown
B3810,U452,L377,Rome,ITA,3/22/2023,4/3/2023,251.94,3,Private Room,2/2/2023,FALSE,Unknown
B3811,U377,L400,Sydney,AUS,9/12/2023,9/22/2023,79.24,4,Entire Home,7/31/2023,FALSE,Australian Dollar
B3812,U940,L442,New York,USA,2/21/2023,2/26/2023,196.96,1,Shared Room,2/20/2023,FALSE,US Dollar
B3813,U426,L359,San Francisco,USA,7/6/2024,7/11/2024,298.62,2,Shared Room,7/4/2024,TRUE,US Dollar
B3814,U282,L241,Rome,ITA,1/25/2023,2/5/2023,197.14,4,Entire Home,1/11/2023,TRUE,Unknown
B3815,U344,L463,Sydney,AUS,7/11/2024,7/20/2024,221.12,3,Shared Room,6/15/2024,TRUE,Australian Dollar
B3816,U775,L427,Rome,ITA,7/7/2024,7/8/2024,147.94,2,Shared Room,6/27/2024,FALSE,Unknown
B3817,U192,L395,Tokyo,JPN,12/9/2024,12/16/2024,200.08,2,Shared Room,10/24/2024,TRUE,Yen
B3818,U450,L413,Paris,FRA,7/24/2023,7/25/2023,97.47,4,Private Room,5/25/2023,FALSE,Unknown
B3819,U970,L210,Rome,ITA,6/3/2024,6/4/2024,242.16,4,Private Room,4/15/2024,TRUE,Unknown
B3820,U617,L485,Barcelona,ESP,2/13/2023,2/23/2023,60.26,1,Shared Room,2/2/2023,TRUE,Unknown
B3821,U653,L344,Berlin,DEU,3/22/2023,3/24/2023,220.19,2,Private Room,3/9/2023,FALSE,Unknown
B3822,U202,L249,Sydney,AUS,7/4/2024,7/9/2024,134.63,1,Private Room,5/29/2024,TRUE,Australian Dollar
B3823,U919,L404,Berlin,DEU,7/10/2023,7/21/2023,77.86,4,Entire Home,7/2/2023,FALSE,Unknown
B3824,U565,L281,Paris,FRA,1/19/2023,1/25/2023,200.15,4,Shared Room,1/4/2023,TRUE,Unknown
B3825,U587,L444,Tokyo,JPN,1/8/2024,1/20/2024,124.07,1,Shared Room,12/21/2023,TRUE,Yen
B3826,U755,L300,San Francisco,USA,3/30/2024,4/12/2024,122.32,1,Shared Room,3/25/2024,FALSE,US Dollar
B3827,U846,L324,Amsterdam,NLD,10/6/2023,10/13/2023,248.17,4,Private Room,8/10/2023,TRUE,Unknown
B3828,U993,L408,Paris,FRA,9/12/2023,9/18/2023,239.74,4,Entire Home,7/29/2023,FALSE,Unknown
B3829,U337,L206,Paris,FRA,1/29/2024,1/31/2024,183.66,1,Entire Home,12/12/2023,FALSE,Unknown
B3830,U597,L484,Barcelona,ESP,1/7/2023,1/11/2023,147.07,4,Entire Home,11/9/2022,FALSE,Unknown
B3831,U932,L226,Toronto,CAN,8/31/2023,9/1/2023,148.95,4,Entire Home,8/5/2023,FALSE,Canadian Dollar
B3832,U145,L266,Rome,ITA,10/18/2024,10/20/2024,208.32,3,Entire Home,9/6/2024,TRUE,Unknown
B3833,U111,L310,Amsterdam,NLD,2/14/2023,2/24/2023,297.11,1,Shared Room,2/6/2023,TRUE,Unknown
B3834,U754,L214,Paris,FRA,1/9/2024,1/12/2024,202.08,3,Entire Home,1/7/2024,TRUE,Unknown
B3835,U885,L435,Sydney,AUS,8/5/2024,8/13/2024,199.36,2,Entire Home,6/21/2024,TRUE,Australian Dollar
B3836,U501,L221,New York,USA,9/30/2024,10/12/2024,157.6,2,Private Room,8/26/2024,FALSE,US Dollar
B3837,U934,L452,Tokyo,JPN,11/8/2024,11/14/2024,252.83,5,Entire Home,10/22/2024,TRUE,Yen
B3838,U426,L346,Rome,ITA,9/11/2024,9/16/2024,121.33,3,Entire Home,7/28/2024,TRUE,Unknown
B3839,U227,L485,New York,USA,10/7/2024,10/16/2024,229.59,5,Private Room,9/29/2024,FALSE,US Dollar
B3840,U744,L379,Rome,ITA,8/5/2023,8/10/2023,259.74,3,Private Room,6/9/2023,FALSE,Unknown
B3841,U515,L280,Paris,FRA,9/3/2024,9/16/2024,142.75,1,Private Room,7/21/2024,FALSE,Unknown
B3842,U153,L361,Toronto,CAN,1/25/2024,1/26/2024,292.38,4,Entire Home,1/9/2024,FALSE,Canadian Dollar
B3843,U960,L271,Tokyo,JPN,7/8/2024,7/15/2024,161.91,3,Private Room,7/6/2024,TRUE,Yen
B3844,U875,L415,Toronto,CAN,1/17/2023,1/20/2023,138.33,1,Private Room,1/4/2023,FALSE,Canadian Dollar
B3845,U127,L236,Sydney,AUS,7/23/2023,8/3/2023,66.96,2,Shared Room,7/22/2023,TRUE,Australian Dollar
B3846,U533,L454,San Francisco,USA,11/20/2023,11/27/2023,136.72,4,Shared Room,11/16/2023,TRUE,US Dollar
B3847,U482,L266,Paris,FRA,9/19/2023,9/24/2023,102.3,5,Private Room,9/14/2023,FALSE,Unknown
B3848,U552,L490,Tokyo,JPN,2/27/2023,3/11/2023,292.16,3,Entire Home,2/2/2023,TRUE,Yen
B3849,U796,L363,Barcelona,ESP,8/20/2024,8/21/2024,230.67,1,Shared Room,7/30/2024,TRUE,Unknown
B3850,U876,L468,Amsterdam,NLD,6/28/2024,7/5/2024,291.11,3,Shared Room,5/31/2024,FALSE,Unknown
B3851,U694,L309,Toronto,CAN,12/5/2023,12/12/2023,80.76,2,Entire Home,10/9/2023,FALSE,Canadian Dollar
B3852,U830,L453,Tokyo,JPN,10/4/2024,10/15/2024,165,5,Entire Home,8/29/2024,FALSE,Yen
B3853,U803,L439,New York,USA,7/10/2023,7/14/2023,223.52,4,Shared Room,5/23/2023,TRUE,US Dollar
B3854,U655,L335,Berlin,DEU,1/7/2023,1/20/2023,75.07,2,Entire Home,11/26/2022,TRUE,Unknown
B3855,U717,L384,Toronto,CAN,5/15/2024,5/19/2024,97.41,2,Shared Room,5/1/2024,FALSE,Canadian Dollar
B3856,U317,L268,Berlin,DEU,8/2/2024,8/16/2024,122.27,1,Entire Home,7/7/2024,TRUE,Unknown
B3857,U429,L322,Paris,FRA,2/9/2024,2/22/2024,291.04,4,Shared Room,12/13/2023,TRUE,Unknown
B3858,U364,L284,Barcelona,ESP,4/29/2024,5/3/2024,283.26,2,Entire Home,3/20/2024,FALSE,Unknown
B3859,U767,L272,New York,USA,5/20/2023,5/24/2023,95.59,5,Entire Home,4/6/2023,FALSE,US Dollar
B3860,U805,L200,San Francisco,USA,3/9/2024,3/19/2024,106.99,2,Shared Room,2/25/2024,FALSE,US Dollar
B3861,U400,L270,Berlin,DEU,11/1/2023,11/9/2023,67.65,5,Shared Room,9/19/2023,TRUE,Unknown
B3862,U722,L204,Barcelona,ESP,12/6/2023,12/20/2023,265.5,3,Private Room,11/15/2023,FALSE,Unknown
B3863,U229,L399,New York,USA,3/29/2024,4/4/2024,192.1,5,Shared Room,3/1/2024,TRUE,US Dollar
B3864,U306,L482,Berlin,DEU,5/8/2023,5/9/2023,229.16,4,Private Room,5/7/2023,TRUE,Unknown
B3865,U318,L279,Paris,FRA,3/18/2024,3/29/2024,244.77,2,Private Room,1/31/2024,FALSE,Unknown
B3866,U578,L439,Berlin,DEU,7/28/2023,7/30/2023,271.68,5,Shared Room,7/1/2023,TRUE,Unknown
B3867,U507,L405,Tokyo,JPN,5/4/2024,5/5/2024,250.66,1,Entire Home,3/5/2024,FALSE,Yen
B3868,U153,L321,Toronto,CAN,2/5/2023,2/11/2023,128.3,5,Shared Room,12/27/2022,FALSE,Canadian Dollar
B3869,U238,L347,San Francisco,USA,2/8/2023,2/19/2023,247.77,3,Shared Room,1/8/2023,TRUE,US Dollar
B3870,U235,L453,Tokyo,JPN,1/19/2023,1/30/2023,267.14,4,Private Room,12/8/2022,TRUE,Yen
B3871,U538,L432,Toronto,CAN,5/22/2023,5/28/2023,281.5,4,Entire Home,4/15/2023,TRUE,Canadian Dollar
B3872,U962,L220,Berlin,DEU,12/24/2024,12/31/2024,251.21,3,Shared Room,12/11/2024,FALSE,Unknown
B3873,U914,L334,Toronto,CAN,3/14/2023,3/19/2023,161.95,3,Shared Room,2/5/2023,FALSE,Canadian Dollar
B3874,U761,L500,Berlin,DEU,4/17/2023,4/26/2023,104.4,5,Shared Room,2/16/2023,FALSE,Unknown
B3875,U866,L494,Rome,ITA,12/26/2024,12/31/2024,299.31,1,Private Room,11/2/2024,FALSE,Unknown
B3876,U135,L361,Sydney,AUS,1/15/2023,1/29/2023,199.3,2,Entire Home,12/27/2022,FALSE,Australian Dollar
B3877,U893,L423,Tokyo,JPN,8/10/2023,8/13/2023,236.33,5,Private Room,8/1/2023,FALSE,Yen
B3878,U203,L266,San Francisco,USA,6/10/2023,6/22/2023,196.43,5,Shared Room,5/5/2023,TRUE,US Dollar
B3879,U776,L253,Sydney,AUS,9/22/2024,9/27/2024,283.2,2,Private Room,8/17/2024,TRUE,Australian Dollar
B3880,U104,L237,Paris,FRA,12/2/2024,12/10/2024,235.33,2,Entire Home,11/4/2024,TRUE,Unknown
B3881,U936,L471,Tokyo,JPN,5/24/2024,5/29/2024,256.68,2,Private Room,5/12/2024,FALSE,Yen
B3882,U832,L436,Rome,ITA,12/13/2024,12/21/2024,261.81,5,Shared Room,12/8/2024,TRUE,Unknown
B3883,U231,L304,Barcelona,ESP,6/22/2024,7/3/2024,212.23,1,Private Room,5/18/2024,FALSE,Unknown
B3884,U169,L398,Rome,ITA,2/20/2023,2/27/2023,69.26,2,Shared Room,1/6/2023,FALSE,Unknown
B3885,U689,L389,Toronto,CAN,11/10/2023,11/18/2023,294.89,5,Shared Room,9/23/2023,FALSE,Canadian Dollar
B3886,U500,L212,Sydney,AUS,6/11/2024,6/18/2024,160.96,3,Shared Room,4/28/2024,FALSE,Australian Dollar
B3887,U297,L477,Berlin,DEU,1/4/2023,1/18/2023,264.52,4,Entire Home,11/25/2022,TRUE,Unknown
B3888,U504,L261,New York,USA,7/10/2024,7/11/2024,270.01,4,Entire Home,6/3/2024,FALSE,US Dollar
B3889,U510,L267,New York,USA,4/12/2023,4/19/2023,139.08,3,Shared Room,3/22/2023,FALSE,US Dollar
B3890,U800,L459,Toronto,CAN,10/12/2023,10/18/2023,216.38,5,Private Room,9/10/2023,FALSE,Canadian Dollar
B3891,U435,L383,Barcelona,ESP,12/27/2023,12/29/2023,113.69,4,Private Room,12/15/2023,TRUE,Unknown
B3892,U107,L226,Toronto,CAN,6/20/2024,6/28/2024,180.25,4,Shared Room,5/29/2024,TRUE,Canadian Dollar
B3893,U398,L229,Sydney,AUS,3/15/2023,3/22/2023,138.23,3,Entire Home,2/18/2023,TRUE,Australian Dollar
B3894,U279,L331,Tokyo,JPN,9/24/2023,9/26/2023,178.07,5,Private Room,8/5/2023,FALSE,Yen
B3895,U105,L273,Berlin,DEU,7/26/2023,8/4/2023,278.04,4,Entire Home,6/29/2023,TRUE,Unknown
B3896,U956,L362,Barcelona,ESP,2/12/2023,2/24/2023,163.16,2,Private Room,2/7/2023,TRUE,Unknown
B3897,U146,L352,Tokyo,JPN,6/7/2023,6/11/2023,210.75,1,Entire Home,5/5/2023,TRUE,Yen
B3898,U916,L370,New York,USA,7/7/2024,7/17/2024,183.67,1,Shared Room,5/20/2024,FALSE,US Dollar
B3899,U864,L235,Berlin,DEU,10/3/2023,10/14/2023,53.03,4,Shared Room,8/26/2023,TRUE,Unknown
B3900,U943,L443,Amsterdam,NLD,5/11/2024,5/25/2024,279.82,5,Private Room,3/17/2024,TRUE,Unknown
B3901,U960,L339,Sydney,AUS,6/6/2023,6/15/2023,77.38,3,Private Room,5/19/2023,FALSE,Australian Dollar
B3902,U639,L206,Tokyo,JPN,11/22/2023,11/23/2023,101.16,4,Shared Room,10/23/2023,FALSE,Yen
B3903,U406,L460,New York,USA,8/9/2024,8/15/2024,210.05,2,Shared Room,7/8/2024,FALSE,US Dollar
B3904,U793,L209,Sydney,AUS,8/21/2024,9/4/2024,240.32,1,Entire Home,7/11/2024,FALSE,Australian Dollar
B3905,U101,L286,Amsterdam,NLD,9/14/2023,9/19/2023,212.67,1,Entire Home,9/4/2023,TRUE,Unknown
B3906,U462,L471,Amsterdam,NLD,5/24/2023,5/30/2023,120.09,1,Private Room,4/20/2023,TRUE,Unknown
B3907,U964,L359,Paris,FRA,2/11/2023,2/15/2023,190.88,4,Shared Room,2/4/2023,FALSE,Unknown
B3908,U582,L346,Rome,ITA,3/23/2024,3/31/2024,202.42,1,Shared Room,2/28/2024,FALSE,Unknown
B3909,U168,L462,Toronto,CAN,10/1/2023,10/12/2023,230.41,2,Entire Home,8/28/2023,TRUE,Canadian Dollar
B3910,U959,L363,Rome,ITA,2/10/2024,2/22/2024,251.5,3,Entire Home,1/8/2024,FALSE,Unknown
B3911,U262,L325,Berlin,DEU,6/22/2023,6/29/2023,234.21,3,Shared Room,6/20/2023,FALSE,Unknown
B3912,U833,L343,Paris,FRA,4/15/2024,4/22/2024,170.14,5,Entire Home,2/21/2024,TRUE,Unknown
B3913,U969,L427,Berlin,DEU,12/17/2024,12/18/2024,150.71,5,Entire Home,11/22/2024,TRUE,Unknown
B3914,U480,L247,Rome,ITA,4/3/2023,4/11/2023,175.16,3,Entire Home,2/27/2023,FALSE,Unknown
B3915,U943,L385,Sydney,AUS,7/30/2024,8/4/2024,205.71,5,Entire Home,7/3/2024,FALSE,Australian Dollar
B3916,U256,L320,Paris,FRA,4/16/2024,4/28/2024,105.02,4,Entire Home,4/6/2024,FALSE,Unknown
B3917,U739,L457,Amsterdam,NLD,1/28/2023,1/31/2023,92.82,4,Shared Room,12/2/2022,TRUE,Unknown
B3918,U136,L419,Sydney,AUS,10/7/2023,10/21/2023,228.62,4,Entire Home,8/16/2023,FALSE,Australian Dollar
B3919,U929,L438,Barcelona,ESP,8/17/2024,8/23/2024,114.87,4,Private Room,7/2/2024,FALSE,Unknown
B3920,U421,L360,Berlin,DEU,8/30/2024,9/8/2024,297.21,5,Shared Room,8/25/2024,TRUE,Unknown
B3921,U963,L431,Berlin,DEU,4/18/2024,4/27/2024,138.19,1,Private Room,4/13/2024,FALSE,Unknown
B3922,U716,L229,Rome,ITA,8/17/2024,8/22/2024,177.48,5,Shared Room,7/24/2024,FALSE,Unknown
B3923,U271,L407,Rome,ITA,8/4/2023,8/13/2023,187.62,4,Private Room,7/18/2023,TRUE,Unknown
B3924,U637,L211,Paris,FRA,1/18/2023,1/29/2023,149.65,2,Entire Home,12/18/2022,FALSE,Unknown
B3925,U797,L255,Paris,FRA,4/28/2023,5/9/2023,216.98,1,Shared Room,3/8/2023,FALSE,Unknown
B3926,U855,L245,Rome,ITA,7/13/2024,7/15/2024,282.1,5,Shared Room,7/3/2024,FALSE,Unknown
B3927,U967,L250,Rome,ITA,5/18/2023,6/1/2023,56.64,4,Entire Home,3/27/2023,FALSE,Unknown
B3928,U497,L218,San Francisco,USA,2/18/2023,2/26/2023,82.99,4,Entire Home,1/11/2023,TRUE,US Dollar
B3929,U496,L483,Amsterdam,NLD,8/25/2023,8/29/2023,276.32,5,Shared Room,8/7/2023,FALSE,Unknown
B3930,U777,L355,Amsterdam,NLD,4/10/2024,4/11/2024,228.46,1,Private Room,3/25/2024,FALSE,Unknown
B3931,U435,L435,Rome,ITA,9/20/2024,9/27/2024,179.64,2,Entire Home,7/26/2024,FALSE,Unknown
B3932,U462,L428,New York,USA,5/13/2024,5/21/2024,234.93,2,Shared Room,4/27/2024,TRUE,US Dollar
B3933,U202,L365,Sydney,AUS,12/15/2023,12/26/2023,220.34,3,Private Room,12/12/2023,TRUE,Australian Dollar
B3934,U466,L265,San Francisco,USA,6/21/2024,6/29/2024,200.88,2,Shared Room,5/12/2024,FALSE,US Dollar
B3935,U827,L343,Tokyo,JPN,2/15/2023,2/20/2023,295.46,5,Entire Home,1/22/2023,TRUE,Yen
B3936,U178,L359,San Francisco,USA,11/12/2023,11/20/2023,212.85,1,Entire Home,11/8/2023,TRUE,US Dollar
B3937,U763,L365,New York,USA,7/23/2023,7/30/2023,297.62,1,Private Room,6/18/2023,FALSE,US Dollar
B3938,U938,L473,Amsterdam,NLD,3/18/2023,3/30/2023,195.69,4,Private Room,3/15/2023,FALSE,Unknown
B3939,U650,L227,Paris,FRA,8/26/2023,9/6/2023,251.07,3,Private Room,8/6/2023,FALSE,Unknown
B3940,U624,L349,Tokyo,JPN,2/26/2024,3/5/2024,252.55,1,Entire Home,1/20/2024,FALSE,Yen
B3941,U843,L418,Tokyo,JPN,1/23/2023,1/25/2023,104.48,2,Shared Room,12/26/2022,FALSE,Yen
B3942,U591,L311,Barcelona,ESP,6/2/2024,6/13/2024,267.15,3,Shared Room,5/19/2024,FALSE,Unknown
B3943,U474,L431,Paris,FRA,9/7/2024,9/19/2024,86.83,4,Entire Home,7/26/2024,TRUE,Unknown
B3944,U621,L401,Rome,ITA,8/2/2023,8/14/2023,84.18,1,Private Room,7/30/2023,FALSE,Unknown
B3945,U822,L355,Paris,FRA,8/21/2023,8/25/2023,125.02,4,Shared Room,8/9/2023,FALSE,Unknown
B3946,U170,L481,Sydney,AUS,10/3/2024,10/15/2024,184.39,5,Private Room,9/16/2024,FALSE,Australian Dollar
B3947,U124,L438,Berlin,DEU,11/4/2023,11/9/2023,146.08,4,Shared Room,9/14/2023,FALSE,Unknown
B3948,U498,L290,San Francisco,USA,12/20/2023,1/1/2024,193.08,5,Private Room,11/9/2023,TRUE,US Dollar
B3949,U742,L449,Tokyo,JPN,9/16/2024,9/18/2024,65.91,1,Private Room,8/19/2024,TRUE,Yen
B3950,U265,L284,San Francisco,USA,6/9/2024,6/20/2024,151.12,5,Entire Home,6/2/2024,FALSE,US Dollar
B3951,U201,L316,Tokyo,JPN,10/8/2023,10/19/2023,146.65,1,Shared Room,9/7/2023,FALSE,Yen
B3952,U936,L487,Berlin,DEU,12/11/2024,12/19/2024,162.44,1,Shared Room,10/20/2024,TRUE,Unknown
B3953,U705,L264,Rome,ITA,2/19/2024,2/24/2024,209.23,2,Entire Home,1/7/2024,TRUE,Unknown
B3954,U931,L277,Toronto,CAN,10/11/2024,10/17/2024,237.28,5,Shared Room,8/12/2024,FALSE,Canadian Dollar
B3955,U824,L295,San Francisco,USA,7/25/2024,7/29/2024,144.28,4,Entire Home,6/28/2024,FALSE,US Dollar
B3956,U525,L411,Toronto,CAN,3/21/2023,3/22/2023,299.35,4,Entire Home,3/12/2023,FALSE,Canadian Dollar
B3957,U278,L216,Paris,FRA,5/12/2023,5/15/2023,224.74,2,Private Room,3/29/2023,TRUE,Unknown
B3958,U174,L306,Barcelona,ESP,3/9/2024,3/18/2024,272.78,4,Private Room,2/23/2024,TRUE,Unknown
B3959,U196,L442,Barcelona,ESP,9/21/2024,9/23/2024,87.43,3,Private Room,8/31/2024,FALSE,Unknown
B3960,U223,L340,Tokyo,JPN,1/28/2023,2/7/2023,102.82,3,Entire Home,1/17/2023,FALSE,Yen
B3961,U411,L402,Sydney,AUS,3/20/2024,3/25/2024,267.14,4,Entire Home,3/11/2024,TRUE,Australian Dollar
B3962,U662,L396,Berlin,DEU,5/16/2024,5/29/2024,144.9,1,Shared Room,5/7/2024,FALSE,Unknown
B3963,U852,L395,Amsterdam,NLD,10/10/2024,10/16/2024,195.66,2,Shared Room,9/17/2024,TRUE,Unknown
B3964,U597,L424,Toronto,CAN,9/27/2023,10/10/2023,124.66,1,Entire Home,9/21/2023,TRUE,Canadian Dollar
B3965,U978,L480,Sydney,AUS,1/3/2023,1/6/2023,250.4,3,Entire Home,11/16/2022,TRUE,Australian Dollar
B3966,U951,L338,Tokyo,JPN,11/30/2024,12/5/2024,187.33,4,Entire Home,10/4/2024,TRUE,Yen
B3967,U646,L474,Berlin,DEU,8/9/2024,8/10/2024,167.21,2,Entire Home,7/20/2024,TRUE,Unknown
B3968,U358,L384,Tokyo,JPN,1/23/2024,2/4/2024,223.94,3,Shared Room,12/6/2023,FALSE,Yen
B3969,U399,L497,Berlin,DEU,6/2/2023,6/8/2023,78.61,5,Private Room,5/27/2023,FALSE,Unknown
B3970,U703,L362,Berlin,DEU,3/7/2023,3/10/2023,222.05,3,Entire Home,1/10/2023,FALSE,Unknown
B3971,U392,L324,Barcelona,ESP,5/22/2024,6/2/2024,156.23,5,Entire Home,4/24/2024,TRUE,Unknown
B3972,U815,L470,Sydney,AUS,5/29/2024,5/30/2024,74.98,5,Private Room,5/25/2024,TRUE,Australian Dollar
B3973,U187,L359,Berlin,DEU,8/19/2024,8/21/2024,73.02,1,Private Room,7/29/2024,TRUE,Unknown
B3974,U543,L446,Rome,ITA,2/27/2024,3/1/2024,75.97,1,Private Room,1/17/2024,TRUE,Unknown
B3975,U661,L433,San Francisco,USA,2/16/2023,2/26/2023,151.35,5,Private Room,1/4/2023,FALSE,US Dollar
B3976,U408,L265,Sydney,AUS,4/10/2024,4/24/2024,151.64,5,Shared Room,4/6/2024,TRUE,Australian Dollar
B3977,U246,L419,Amsterdam,NLD,11/3/2024,11/7/2024,281.12,1,Private Room,10/18/2024,FALSE,Unknown
B3978,U283,L300,New York,USA,2/18/2024,2/19/2024,96.17,1,Entire Home,2/14/2024,FALSE,US Dollar
B3979,U995,L371,Sydney,AUS,12/13/2024,12/14/2024,131.61,2,Entire Home,10/30/2024,FALSE,Australian Dollar
B3980,U858,L248,San Francisco,USA,10/24/2023,11/6/2023,56.83,4,Private Room,10/14/2023,TRUE,US Dollar
B3981,U205,L361,San Francisco,USA,9/20/2023,9/26/2023,197.21,2,Entire Home,8/3/2023,TRUE,US Dollar
B3982,U980,L405,Toronto,CAN,9/13/2023,9/17/2023,235.05,2,Entire Home,7/20/2023,TRUE,Canadian Dollar
B3983,U973,L269,Tokyo,JPN,2/8/2023,2/9/2023,108.03,5,Entire Home,1/18/2023,TRUE,Yen
B3984,U780,L290,New York,USA,1/17/2024,1/24/2024,213.75,1,Shared Room,1/8/2024,TRUE,US Dollar
B3985,U970,L238,San Francisco,USA,8/1/2023,8/6/2023,126.69,2,Shared Room,6/27/2023,TRUE,US Dollar
B3986,U297,L316,Paris,FRA,1/8/2024,1/11/2024,144.71,1,Entire Home,12/5/2023,TRUE,Unknown
B3987,U349,L330,Sydney,AUS,2/26/2024,3/8/2024,133.31,2,Private Room,2/7/2024,TRUE,Australian Dollar
B3988,U612,L404,Tokyo,JPN,11/2/2023,11/12/2023,157.05,1,Entire Home,10/4/2023,FALSE,Yen
B3989,U697,L462,Toronto,CAN,3/15/2024,3/19/2024,93.47,1,Shared Room,2/26/2024,FALSE,Canadian Dollar
B3990,U353,L423,Barcelona,ESP,10/13/2024,10/24/2024,206.28,2,Private Room,9/12/2024,FALSE,Unknown
B3991,U281,L441,Berlin,DEU,12/31/2023,1/7/2024,243.6,3,Shared Room,11/7/2023,TRUE,Unknown
B3992,U492,L406,Sydney,AUS,12/7/2023,12/17/2023,66.58,4,Private Room,10/13/2023,TRUE,Australian Dollar
B3993,U478,L326,Rome,ITA,3/4/2023,3/14/2023,154.14,3,Entire Home,1/4/2023,FALSE,Unknown
B3994,U584,L389,Berlin,DEU,9/13/2023,9/20/2023,195.4,3,Entire Home,7/20/2023,FALSE,Unknown
B3995,U999,L426,Tokyo,JPN,2/8/2024,2/15/2024,129.45,2,Private Room,12/23/2023,TRUE,Yen
B3996,U674,L497,Toronto,CAN,5/11/2023,5/24/2023,270.17,5,Shared Room,3/31/2023,FALSE,Canadian Dollar
B3997,U865,L327,Paris,FRA,10/24/2023,10/28/2023,277.7,4,Private Room,8/28/2023,TRUE,Unknown
B3998,U404,L252,Sydney,AUS,5/1/2024,5/3/2024,210.24,4,Entire Home,4/20/2024,TRUE,Australian Dollar
B3999,U431,L338,Berlin,DEU,11/6/2024,11/11/2024,187.13,5,Shared Room,10/10/2024,FALSE,Unknown
B4000,U352,L495,New York,USA,2/27/2024,3/11/2024,148.32,5,Entire Home,2/20/2024,FALSE,US Dollar
B4001,U679,L440,Amsterdam,NLD,10/16/2024,10/20/2024,202.1,5,Shared Room,9/6/2024,TRUE,Unknown
B4002,U525,L249,Sydney,AUS,8/18/2023,8/29/2023,70.83,4,Shared Room,7/16/2023,TRUE,Australian Dollar
B4003,U811,L436,San Francisco,USA,1/30/2023,2/3/2023,174.28,2,Private Room,1/28/2023,TRUE,US Dollar
B4004,U488,L230,Barcelona,ESP,12/8/2024,12/11/2024,257.52,1,Entire Home,10/19/2024,FALSE,Unknown
B4005,U649,L416,Barcelona,ESP,7/21/2024,8/2/2024,188.98,2,Private Room,7/19/2024,FALSE,Unknown
B4006,U687,L306,San Francisco,USA,5/15/2023,5/17/2023,149.56,2,Shared Room,4/26/2023,FALSE,US Dollar
B4007,U901,L426,Toronto,CAN,7/8/2023,7/14/2023,119.49,2,Shared Room,5/27/2023,TRUE,Canadian Dollar
B4008,U497,L351,Sydney,AUS,2/20/2024,2/24/2024,253.99,5,Entire Home,12/23/2023,FALSE,Australian Dollar
B4009,U242,L499,Amsterdam,NLD,10/7/2024,10/12/2024,103.81,5,Private Room,10/6/2024,TRUE,Unknown
B4010,U783,L256,Paris,FRA,10/19/2024,10/26/2024,277.76,3,Shared Room,9/4/2024,FALSE,Unknown
B4011,U190,L409,Barcelona,ESP,11/19/2024,11/20/2024,220.48,5,Entire Home,10/23/2024,TRUE,Unknown
B4012,U436,L312,Amsterdam,NLD,4/24/2023,4/25/2023,288.98,1,Entire Home,4/17/2023,FALSE,Unknown
B4013,U904,L492,New York,USA,4/27/2023,5/4/2023,229.6,5,Shared Room,3/8/2023,FALSE,US Dollar
B4014,U848,L499,New York,USA,3/25/2023,3/29/2023,107.91,3,Entire Home,3/10/2023,FALSE,US Dollar
B4015,U781,L414,Barcelona,ESP,11/3/2024,11/16/2024,289.25,3,Shared Room,10/20/2024,TRUE,Unknown
B4016,U388,L223,Amsterdam,NLD,7/12/2024,7/25/2024,116.33,1,Entire Home,5/28/2024,FALSE,Unknown
B4017,U605,L310,New York,USA,3/17/2023,3/22/2023,186.1,1,Private Room,1/17/2023,TRUE,US Dollar
B4018,U389,L496,Amsterdam,NLD,11/9/2024,11/20/2024,242.91,1,Private Room,11/3/2024,TRUE,Unknown
B4019,U139,L277,Rome,ITA,7/29/2024,8/12/2024,154.31,4,Entire Home,6/2/2024,FALSE,Unknown
B4020,U657,L216,San Francisco,USA,9/27/2024,10/7/2024,111.61,2,Entire Home,9/24/2024,TRUE,US Dollar
